dataentrybox Measure,Datetime,GPnum,Measurement,Measurement comment,Measurement transformed,Measurementnum,One hundred message,Species
,2020-09-05 12:34:34,GP168F,210.1mm,,210.1,41,,40
,2020-09-05 12:34:37,GP168F,153.4mm,,153.4,42,,40
,2020-09-05 12:34:40,GP168F,133.9mm,,133.9,43,,40
,2020-09-05 12:34:42,GP168F,158.6mm,,158.6,44,,40
,2020-09-05 12:34:45,GP168F,273.6mm,,273.6,45,,40
,2020-09-05 12:34:47,GP168F,238.5mm,,238.5,46,,40
,2020-09-05 12:34:50,GP168F,128.5mm,,128.5,47,,40
,2020-09-05 12:34:53,GP168F,118.4mm,,118.4,48,,40
,2020-09-05 12:34:56,GP168F,160.8mm,,160.8,49,,40
,2020-09-05 12:35:00,GP168F,153.4mm,,153.4,50,,40
,2020-09-05 12:35:03,GP168F,139.8mm,,139.8,51,,40
,2020-09-05 12:35:05,GP168F,227.8mm,,227.8,52,,40
,2020-09-05 12:35:08,GP168F,155.7mm,,155.7,53,,40
,2020-09-05 12:35:10,GP168F,146.3mm,,146.3,54,,40
,2020-09-05 12:35:13,GP168F,145.0mm,,145.0,55,,40
,2020-09-05 12:35:16,GP168F,180.3mm,,180.3,56,,40
,2020-09-05 12:35:18,GP168F,198.7mm,,198.7,57,,40
,2020-09-05 12:35:20,GP168F,200.8mm,,200.8,58,,40
,2020-09-05 12:35:23,GP168F,200.0mm,,200.0,59,,40
,2020-09-05 12:35:25,GP168F,137.2mm,,137.2,60,,40
,2020-09-05 12:35:28,GP168F,106.3mm,,106.3,61,,40
,2020-09-05 12:35:32,GP168F,218.2mm,,218.2,62,,40
,2020-09-05 12:35:34,GP168F,149.8mm,,149.8,63,,40
,2020-09-05 12:35:37,GP168F,161.2mm,,161.2,64,,40
,2020-09-05 12:35:41,GP168F,229.7mm,,229.7,65,,40
,2020-09-05 12:35:43,GP168F,115.3mm,,115.3,66,,40
,2020-09-05 12:35:47,GP168F,116.3mm,,116.3,67,,40
,2020-09-05 12:35:50,GP168F,224.8mm,,224.8,68,,40
,2020-09-05 12:35:53,GP168F,92.3mm,,92.3,69,,40
,2020-09-05 12:35:55,GP168F,139.0mm,,139.0,70,,40
,2020-09-05 12:35:58,GP168F,351.3mm,,351.3,71,,40
,2020-09-05 12:36:01,GP168F,216.7mm,,216.7,72,,40
,2020-09-05 12:36:03,GP168F,180.8mm,,180.8,73,,40
,2020-09-05 12:36:05,GP168F,193.9mm,,193.9,74,,40
,2020-09-05 12:36:08,GP168F,172.5mm,,172.5,75,,40
,2020-09-05 12:36:11,GP168F,149.8mm,,149.8,76,,40
,2020-09-05 12:36:14,GP168F,168.1mm,,168.1,77,,40
,2020-09-05 12:36:17,GP168F,148.5mm,,148.5,78,,40
,2020-09-05 12:36:19,GP168F,106.0mm,,106.0,79,,40
,2020-09-05 12:36:22,GP168F,227.0mm,,227.0,80,,40
,2020-09-05 12:36:25,GP168F,199.7mm,,199.7,81,,40
,2020-09-05 12:36:28,GP168F,218.7mm,,218.7,82,,40
,2020-09-05 12:36:30,GP168F,307.4mm,,307.4,83,,40
,2020-09-05 12:36:32,GP168F,101.8mm,,101.8,84,,40
,2020-09-05 12:36:34,GP168F,282.1mm,,282.1,85,,40
,2020-09-05 12:36:37,GP168F,206.8mm,,206.8,86,,40
,2020-09-05 12:36:39,GP168F,117.1mm,,117.1,87,,40
,2020-09-05 12:36:42,GP168F,154.4mm,,154.4,88,,40
,2020-09-05 12:36:44,GP168F,190.6mm,,190.6,89,,40
,2020-09-05 12:36:47,GP168F,133.5mm,,133.5,90,,40
,2020-09-05 12:36:49,GP168F,158.7mm,,158.7,91,,40
,2020-09-05 12:36:52,GP168F,121.2mm,,121.2,92,,40
,2020-09-05 12:36:55,GP168F,158.9mm,,158.9,93,,40
,2020-09-05 12:36:58,GP168F,154.6mm,,154.6,94,,40
,2020-09-05 12:37:01,GP168F,284.7mm,,284.7,95,,40
,2020-09-05 12:37:03,GP168F,215.5mm,,215.5,96,,40
,2020-09-05 12:37:06,GP168F,200.9mm,,200.9,97,,40
,2020-09-05 12:37:08,GP168F,226.0mm,,226.0,98,,40
,2020-09-05 12:37:11,GP168F,158.8mm,,158.8,99,,40
,2020-09-05 12:37:14,GP168F,237.4mm,,237.4,100,,40
,2020-09-05 12:37:38,GP168F,184.0mm,,184.0,1,,512
,2020-09-05 12:37:50,GP168F,127.3mm,,127.3,1,,64
,2020-09-05 12:37:54,GP168F,148.6mm,,148.6,2,,64
,2020-09-05 12:37:57,GP168F,137.7mm,,137.7,3,,64
,2020-09-05 12:38:00,GP168F,143.2mm,,143.2,4,,64
,2020-09-05 12:38:02,GP168F,140.3mm,,140.3,5,,64
,2020-09-05 12:38:05,GP168F,140.1mm,,140.1,6,,64
,2020-09-05 12:38:08,GP168F,140.2mm,,140.2,7,,64
,2020-09-05 12:38:19,GP168F,221.0mm,,221.0,1,,10
,2020-09-05 12:38:22,GP168F,329.2mm,,329.2,2,,10
,2020-09-05 12:38:25,GP168F,276.4mm,,276.4,3,,10
,2020-09-05 12:38:27,GP168F,273.1mm,,273.1,4,,10
,2020-09-05 12:38:31,GP168F,262.9mm,,262.9,5,,10
,2020-09-05 12:38:33,GP168F,283.5mm,,283.5,6,,10
,2020-09-05 12:38:36,GP168F,423.4mm,,423.4,7,,10
,2020-09-05 12:38:39,GP168F,249.2mm,,249.2,8,,10
,2020-09-05 12:38:42,GP168F,211.5mm,,211.5,9,,10
,2020-09-05 12:38:45,GP168F,268.7mm,,268.7,10,,10
,2020-09-05 12:38:47,GP168F,198.6mm,,198.6,11,,10
,2020-09-05 12:38:50,GP168F,226.5mm,,226.5,12,,10
,2020-09-05 12:38:53,GP168F,286.7mm,,286.7,13,,10
,2020-09-05 12:38:55,GP168F,216.7mm,,216.7,14,,10
,2020-09-05 12:38:57,GP168F,235.9mm,,235.9,15,,10
,2020-09-05 12:39:00,GP168F,298.8mm,,298.8,16,,10
,2020-09-05 12:39:02,GP168F,298.6mm,,298.6,17,,10
,2020-09-05 12:39:05,GP168F,229.3mm,,229.3,18,,10
,2020-09-05 12:39:08,GP168F,236.1mm,,236.1,19,,10
,2020-09-05 12:39:10,GP168F,204.4mm,,204.4,20,,10
,2020-09-05 12:39:12,GP168F,219.8mm,,219.8,21,,10
,2020-09-05 12:39:15,GP168F,234.7mm,,234.7,22,,10
,2020-09-05 12:39:18,GP168F,229.3mm,,229.3,23,,10
,2020-09-05 12:39:21,GP168F,208.7mm,,208.7,24,,10
,2020-09-05 12:39:23,GP168F,245.8mm,,245.8,25,,10
,2020-09-05 12:39:26,GP168F,212.2mm,,212.2,26,,10
,2020-09-05 12:39:29,GP168F,250.5mm,,250.5,27,,10
,2020-09-05 12:39:31,GP168F,209.8mm,,209.8,28,,10
,2020-09-05 12:39:34,GP168F,283.3mm,,283.3,29,,10
,2020-09-05 12:39:37,GP168F,214.1mm,,214.1,30,,10
,2020-09-05 12:39:39,GP168F,235.4mm,,235.4,31,,10
,2020-09-05 12:39:42,GP168F,206.8mm,,206.8,32,,10
,2020-09-05 12:39:44,GP168F,241.2mm,,241.2,33,,10
,2020-09-05 12:39:47,GP168F,226.0mm,,226.0,34,,10
,2020-09-05 12:39:49,GP168F,225.1mm,,225.1,35,,10
,2020-09-05 12:39:52,GP168F,234.7mm,,234.7,36,,10
,2020-09-05 12:39:54,GP168F,204.2mm,,204.2,37,,10
,2020-09-05 12:39:57,GP168F,286.2mm,,286.2,38,,10
,2020-09-05 12:39:59,GP168F,250.5mm,,250.5,39,,10
,2020-09-05 12:40:02,GP168F,292.9mm,,292.9,40,,10
,2020-09-05 12:40:04,GP168F,200.6mm,,200.6,41,,10
,2020-09-05 12:40:07,GP168F,260.6mm,,260.6,42,,10
,2020-09-05 12:40:10,GP168F,208.9mm,,208.9,43,,10
,2020-09-05 12:40:12,GP168F,316.9mm,,316.9,44,,10
,2020-09-05 12:40:15,GP168F,249.0mm,,249.0,45,,10
,2020-09-05 12:40:17,GP168F,247.5mm,,247.5,46,,10
,2020-09-05 12:40:20,GP168F,266.9mm,,266.9,47,,10
,2020-09-05 12:40:22,GP168F,289.3mm,,289.3,48,,10
,2020-09-05 12:40:25,GP168F,226.6mm,,226.6,49,,10
,2020-09-05 12:40:27,GP168F,213.5mm,,213.5,50,,10
,2020-09-05 12:40:30,GP168F,272.0mm,,272.0,51,,10
,2020-09-05 12:40:32,GP168F,190.5mm,,190.5,52,,10
,2020-09-05 12:40:34,GP168F,256.3mm,,256.3,53,,10
,2020-09-05 12:40:40,GP168F,240.1mm,,240.1,54,,10
,2020-09-05 12:40:42,GP168F,227.4mm,,227.4,55,,10
,2020-09-05 12:40:45,GP168F,237.3mm,,237.3,56,,10
,2020-09-05 12:40:48,GP168F,255.7mm,,255.7,57,,10
,2020-09-05 12:40:51,GP168F,207.3mm,,207.3,58,,10
,2020-09-05 12:40:53,GP168F,244.9mm,,244.9,59,,10
,2020-09-05 12:40:56,GP168F,224.6mm,,224.6,60,,10
,2020-09-05 12:40:58,GP168F,221.7mm,,221.7,61,,10
,2020-09-05 12:41:01,GP168F,228.2mm,,228.2,62,,10
,2020-09-05 12:41:04,GP168F,219.1mm,,219.1,63,,10
,2020-09-05 12:41:06,GP168F,229.8mm,,229.8,64,,10
,2020-09-05 12:41:09,GP168F,283.0mm,,283.0,65,,10
,2020-09-05 12:41:11,GP168F,235.9mm,,235.9,66,,10
,2020-09-05 12:41:14,GP168F,214.7mm,,214.7,67,,10
,2020-09-05 12:41:16,GP168F,238.0mm,,238.0,68,,10
,2020-09-05 12:41:19,GP168F,196.1mm,,196.1,69,,10
,2020-09-05 12:41:22,GP168F,241.1mm,,241.1,70,,10
,2020-09-05 12:41:24,GP168F,222.7mm,,222.7,71,,10
,2020-09-05 12:41:27,GP168F,192.5mm,,192.5,72,,10
,2020-09-05 12:41:30,GP168F,239.5mm,,239.5,73,,10
,2020-09-05 12:41:32,GP168F,281.6mm,,281.6,74,,10
,2020-09-05 12:41:35,GP168F,246.5mm,,246.5,75,,10
,2020-09-05 12:41:37,GP168F,200.8mm,,200.8,76,,10
,2020-09-05 12:41:40,GP168F,216.8mm,,216.8,77,,10
,2020-09-05 12:41:42,GP168F,205.8mm,,205.8,78,,10
,2020-09-05 14:57:59,GP155F,61.2mm,,61.2,1,,314
,2020-09-05 14:58:04,GP155F,59.5mm,,59.5,2,,314
,2020-09-05 14:58:07,GP155F,94.2mm,,94.2,3,,314
,2020-09-05 14:58:10,GP155F,91.3mm,,91.3,4,,314
,2020-09-05 14:58:14,GP155F,93.6mm,,93.6,5,,314
,2020-09-05 14:58:16,GP155F,78.3mm,,78.3,6,,314
,2020-09-05 14:58:21,GP155F,51.5mm,,51.5,7,,314
,2020-09-05 14:58:23,GP155F,61.0mm,,61.0,8,,314
,2020-09-05 14:58:35,GP155F,258.9mm,,258.9,1,,10
,2020-09-05 14:58:39,GP155F,224.4mm,,224.4,2,,10
,2020-09-05 14:58:41,GP155F,229.8mm,,229.8,3,,10
,2020-09-05 14:58:44,GP155F,211.9mm,,211.9,4,,10
,2020-09-05 14:58:46,GP155F,292.6mm,,292.6,5,,10
,2020-09-05 14:58:48,GP155F,213.7mm,,213.7,6,,10
,2020-09-05 14:58:51,GP155F,210.7mm,,210.7,7,,10
,2020-09-05 14:58:54,GP155F,239.4mm,,239.4,8,,10
,2020-09-05 14:58:56,GP155F,237.7mm,,237.7,9,,10
,2020-09-05 14:58:59,GP155F,212.3mm,,212.3,10,,10
,2020-09-05 14:59:01,GP155F,187.3mm,,187.3,11,,10
,2020-09-05 14:59:04,GP155F,219.7mm,,219.7,12,,10
,2020-09-05 14:59:06,GP155F,212.7mm,,212.7,13,,10
,2020-09-05 14:59:08,GP155F,237.3mm,,237.3,14,,10
,2020-09-05 14:59:11,GP155F,180.2mm,,180.2,15,,10
,2020-09-05 14:59:14,GP155F,185.4mm,,185.4,16,,10
,2020-09-05 14:59:16,GP155F,241.4mm,,241.4,17,,10
,2020-09-05 14:59:19,GP155F,190.6mm,,190.6,18,,10
,2020-09-05 14:59:21,GP155F,203.0mm,,203.0,19,,10
,2020-09-05 14:59:23,GP155F,201.7mm,,201.7,20,,10
,2020-09-05 14:59:26,GP155F,212.6mm,,212.6,21,,10
,2020-09-05 14:59:29,GP155F,218.2mm,,218.2,22,,10
,2020-09-05 14:59:31,GP155F,201.3mm,,201.3,23,,10
,2020-09-05 14:59:33,GP155F,181.4mm,,181.4,24,,10
,2020-09-05 14:59:36,GP155F,218.4mm,,218.4,25,,10
,2020-09-05 14:59:38,GP155F,207.3mm,,207.3,26,,10
,2020-09-05 14:59:41,GP155F,190.1mm,,190.1,27,,10
,2020-09-05 14:59:44,GP155F,267.7mm,,267.7,28,,10
,2020-09-05 14:59:46,GP155F,190.7mm,,190.7,29,,10
,2020-09-05 14:59:48,GP155F,215.6mm,,215.6,30,,10
,2020-09-05 14:59:51,GP155F,175.4mm,,175.4,31,,10
,2020-09-05 14:59:54,GP155F,188.1mm,,188.1,32,,10
,2020-09-05 14:59:56,GP155F,221.4mm,,221.4,33,,10
,2020-09-05 14:59:58,GP155F,241.6mm,,241.6,34,,10
,2020-09-05 15:00:01,GP155F,210.0mm,,210.0,35,,10
,2020-09-05 15:00:03,GP155F,240.3mm,,240.3,36,,10
,2020-09-05 15:00:05,GP155F,215.1mm,,215.1,37,,10
,2020-09-05 15:00:07,GP155F,187.7mm,,187.7,38,,10
,2020-09-05 15:00:17,GP155F,262.1mm,,262.1,1,,40
,2020-09-05 15:00:22,GP155F,149.8mm,,149.8,2,,40
,2020-09-05 15:00:26,GP155F,244.0mm,,244.0,3,,40
,2020-09-05 15:00:28,GP155F,235.7mm,,235.7,4,,40
,2020-09-05 15:00:30,GP155F,214.4mm,,214.4,5,,40
,2020-09-05 15:00:32,GP155F,184.3mm,,184.3,6,,40
,2020-09-05 15:00:35,GP155F,177.6mm,,177.6,7,,40
,2020-09-05 15:00:37,GP155F,130.4mm,,130.4,8,,40
,2020-09-05 15:00:40,GP155F,311.3mm,,311.3,9,,40
,2020-09-05 15:00:43,GP155F,202.4mm,,202.4,10,,40
,2020-09-05 15:00:45,GP155F,216.7mm,,216.7,11,,40
,2020-09-05 15:00:48,GP155F,132.4mm,,132.4,12,,40
,2020-09-05 15:00:50,GP155F,223.0mm,,223.0,13,,40
,2020-09-05 15:00:53,GP155F,133.5mm,,133.5,14,,40
,2020-09-05 15:00:56,GP155F,158.3mm,,158.3,15,,40
,2020-09-05 15:00:58,GP155F,137.1mm,,137.1,16,,40
,2020-09-05 15:01:01,GP155F,186.8mm,,186.8,17,,40
,2020-09-05 15:01:04,GP155F,147.2mm,,147.2,18,,40
,2020-09-05 15:01:06,GP155F,124.5mm,,124.5,19,,40
,2020-09-05 15:01:20,GP155F,156.5mm,,156.5,1,,302
,2020-09-05 15:01:24,GP155F,127.1mm,,127.1,2,,302
,2020-09-05 15:01:27,GP155F,203.6mm,,203.6,3,,302
,2020-09-05 15:01:29,GP155F,179.0mm,,179.0,4,,302
,2020-09-05 15:01:31,GP155F,115.3mm,,115.3,5,,302
,2020-09-05 15:01:35,GP155F,188.5mm,,188.5,6,,302
,2020-09-05 15:01:38,GP155F,103.8mm,,103.8,7,,302
,2020-09-05 15:01:41,GP155F,114.4mm,,114.4,8,,302
,2020-09-05 15:01:44,GP155F,221.1mm,,221.1,9,,302
,2020-09-05 15:01:47,GP155F,173.6mm,,173.6,10,,302
,2020-09-05 15:01:50,GP155F,99.8mm,,99.8,11,,302
,2020-09-05 15:01:56,GP155F,100.9mm,,100.9,12,,302
,2020-09-05 15:01:59,GP155F,110.5mm,,110.5,13,,302
,2020-09-05 15:02:02,GP155F,100.2mm,,100.2,14,,302
,2020-09-05 15:03:40,GP155F,82.6mm,,82.6,1,,304
,2020-09-05 15:03:44,GP155F,79.2mm,,79.2,2,,304
,2020-09-06 14:39:25,GP140F,212.2mm,,212.2,1,,10
,2020-09-06 14:39:28,GP140F,222.5mm,,222.5,2,,10
,2020-09-06 14:39:49,GP140F,243.9mm,,243.9,1,,40
,2020-09-06 14:39:52,GP140F,146.7mm,,146.7,2,,40
,2020-09-06 14:39:56,GP140F,145.9mm,,145.9,3,,40
,2020-09-06 14:39:58,GP140F,146.3mm,,146.3,4,,40
,2020-09-06 14:40:01,GP140F,141.7mm,,141.7,5,,40
,2020-09-06 14:40:03,GP140F,135.2mm,,135.2,6,,40
,2020-09-06 14:40:06,GP140F,161.1mm,,161.1,7,,40
,2020-09-06 14:40:08,GP140F,129.2mm,,129.2,8,,40
,2020-09-06 14:40:11,GP140F,141.2mm,,141.2,9,,40
,2020-09-06 14:40:14,GP140F,129.5mm,,129.5,10,,40
,2020-09-06 14:40:16,GP140F,163.1mm,,163.1,11,,40
,2020-09-06 14:40:20,GP140F,302.7mm,,302.7,12,,40
,2020-09-06 14:40:23,GP140F,218.6mm,,218.6,13,,40
,2020-09-06 14:40:26,GP140F,244.7mm,,244.7,14,,40
,2020-09-06 14:40:29,GP140F,215.7mm,,215.7,15,,40
,2020-09-06 14:40:31,GP140F,158.6mm,,158.6,16,,40
,2020-09-06 14:40:34,GP140F,171.0mm,,171.0,17,,40
,2020-09-06 14:40:37,GP140F,312.0mm,,312.0,18,,40
,2020-09-06 14:40:40,GP140F,247.4mm,,247.4,19,,40
,2020-09-06 14:40:42,GP140F,169.2mm,,169.2,20,,40
,2020-09-06 14:40:45,GP140F,123.1mm,,123.1,21,,40
,2020-09-06 14:40:49,GP140F,209.3mm,,209.3,22,,40
,2020-09-06 14:40:51,GP140F,197.4mm,,197.4,23,,40
,2020-09-06 14:40:54,GP140F,281.2mm,,281.2,24,,40
,2020-09-06 14:40:57,GP140F,142.3mm,,142.3,25,,40
,2020-09-06 14:40:59,GP140F,140.9mm,,140.9,26,,40
,2020-09-06 14:41:02,GP140F,155.0mm,,155.0,27,,40
,2020-09-06 14:41:05,GP140F,283.3mm,,283.3,28,,40
,2020-09-06 14:41:08,GP140F,146.3mm,,146.3,29,,40
,2020-09-06 14:41:11,GP140F,237.0mm,,237.0,30,,40
,2020-09-06 14:41:14,GP140F,150.9mm,,150.9,31,,40
,2020-09-06 14:41:19,GP140F,236.4mm,,236.4,32,,40
,2020-09-06 14:41:21,GP140F,199.7mm,,199.7,33,,40
,2020-09-06 14:41:24,GP140F,198.9mm,,198.9,34,,40
,2020-09-06 14:41:26,GP140F,121.0mm,,121.0,35,,40
,2020-09-06 14:41:29,GP140F,225.1mm,,225.1,36,,40
,2020-09-06 14:41:32,GP140F,150.1mm,,150.1,37,,40
,2020-09-06 14:41:34,GP140F,224.2mm,,224.2,38,,40
,2020-09-06 14:41:38,GP140F,126.4mm,,126.4,39,,40
,2020-09-06 14:41:40,GP140F,209.9mm,,209.9,40,,40
,2020-09-06 14:41:43,GP140F,135.4mm,,135.4,41,,40
,2020-09-06 14:41:46,GP140F,208.9mm,,208.9,42,,40
,2020-09-06 14:41:48,GP140F,202.4mm,,202.4,43,,40
,2020-09-06 14:41:51,GP140F,199.0mm,,199.0,44,,40
,2020-09-06 14:41:54,GP140F,198.4mm,,198.4,45,,40
,2020-09-06 14:41:57,GP140F,186.5mm,,186.5,46,,40
,2020-09-06 14:41:59,GP140F,199.3mm,,199.3,47,,40
,2020-09-06 14:42:02,GP140F,166.6mm,,166.6,48,,40
,2020-09-06 14:42:10,GP140F,141.5mm,,141.5,49,,40
,2020-09-06 14:42:13,GP140F,269.3mm,,269.3,50,,40
,2020-09-06 14:42:15,GP140F,146.2mm,,146.2,51,,40
,2020-09-06 14:42:18,GP140F,188.4mm,,188.4,52,,40
,2020-09-06 14:42:20,GP140F,258.0mm,,258.0,53,,40
,2020-09-06 14:42:23,GP140F,259.1mm,,259.1,54,,40
,2020-09-06 14:42:26,GP140F,242.0mm,,242.0,55,,40
,2020-09-06 14:42:30,GP140F,185.3mm,,185.3,56,,40
,2020-09-06 14:42:33,GP140F,138.2mm,,138.2,57,,40
,2020-09-06 14:42:36,GP140F,120.9mm,,120.9,58,,40
,2020-09-06 14:42:39,GP140F,182.7mm,,182.7,59,,40
,2020-09-06 14:42:43,GP140F,222.0mm,,222.0,60,,40
,2020-09-06 14:42:45,GP140F,232.5mm,,232.5,61,,40
,2020-09-06 14:42:48,GP140F,124.0mm,,124.0,62,,40
,2020-09-06 14:42:52,GP140F,136.2mm,,136.2,63,,40
,2020-09-06 14:42:55,GP140F,158.3mm,,158.3,64,,40
,2020-09-06 14:42:58,GP140F,256.6mm,,256.6,65,,40
,2020-09-06 14:43:01,GP140F,322.1mm,,322.1,66,,40
,2020-09-06 14:43:04,GP140F,209.3mm,,209.3,67,,40
,2020-09-06 14:43:07,GP140F,183.2mm,,183.2,68,,40
,2020-09-06 14:43:10,GP140F,123.4mm,,123.4,69,,40
,2020-09-06 14:43:13,GP140F,168.6mm,,168.6,70,,40
,2020-09-06 14:43:17,GP140F,213.5mm,,213.5,71,,40
,2020-09-06 14:43:20,GP140F,158.2mm,,158.2,72,,40
,2020-09-06 14:43:22,GP140F,148.8mm,,148.8,73,,40
,2020-09-06 14:43:25,GP140F,136.3mm,,136.3,74,,40
,2020-09-06 14:43:29,GP140F,173.2mm,,173.2,75,,40
,2020-09-06 14:43:32,GP140F,128.1mm,,128.1,76,,40
,2020-09-06 14:43:36,GP140F,198.3mm,,198.3,77,,40
,2020-09-06 14:43:39,GP140F,249.9mm,,249.9,78,,40
,2020-09-06 14:43:42,GP140F,150.3mm,,150.3,79,,40
,2020-09-06 14:43:45,GP140F,160.6mm,,160.6,80,,40
,2020-09-06 14:43:48,GP140F,179.3mm,,179.3,81,,40
,2020-09-06 14:43:51,GP140F,228.7mm,,228.7,82,,40
,2020-09-06 14:43:53,GP140F,159.2mm,,159.2,83,,40
,2020-09-06 14:43:56,GP140F,221.1mm,,221.1,84,,40
,2020-09-06 14:43:59,GP140F,118.0mm,,118.0,85,,40
,2020-09-06 14:44:02,GP140F,274.6mm,,274.6,86,,40
,2020-09-06 14:44:05,GP140F,178.7mm,,178.7,87,,40
,2020-09-06 14:44:07,GP140F,152.5mm,,152.5,88,,40
,2020-09-06 14:44:10,GP140F,149.3mm,,149.3,89,,40
,2020-09-06 14:44:13,GP140F,210.8mm,,210.8,90,,40
,2020-09-06 14:44:15,GP140F,134.7mm,,134.7,91,,40
,2020-09-06 14:44:18,GP140F,210.3mm,,210.3,92,,40
,2020-09-06 14:44:20,GP140F,154.6mm,,154.6,93,,40
,2020-09-06 14:44:23,GP140F,111.5mm,,111.5,94,,40
,2020-09-06 14:44:28,GP140F,189.5mm,,189.5,95,,40
,2020-09-06 14:44:33,GP140F,157.5mm,,157.5,96,,40
,2020-09-06 14:44:36,GP140F,207.0mm,,207.0,97,,40
,2020-09-06 14:44:39,GP140F,206.1mm,,206.1,98,,40
,2020-09-06 14:44:42,GP140F,158.9mm,,158.9,99,,40
,2020-09-06 14:44:45,GP140F,176.4mm,,176.4,100,,40
,2020-09-06 16:40:44,GP117A1,111.9mm,,111.9,1,,623
,2020-09-06 16:40:57,GP117A1,232.6mm,,232.6,1,,10
,2020-09-06 16:41:01,GP117A1,210.5mm,,210.5,2,,10
,2020-09-06 16:41:09,GP117A1,117.5mm,,117.5,1,,314
,2020-09-06 16:41:13,GP117A1,100.3mm,,100.3,2,,314
,2020-09-06 16:41:17,GP117A1,84.2mm,,84.2,3,,314
,2020-09-06 16:41:20,GP117A1,87.9mm,,87.9,4,,314
,2020-09-06 16:41:23,GP117A1,102.6mm,,102.6,5,,314
,2020-09-06 16:41:27,GP117A1,84.7mm,,84.7,6,,314
,2020-09-06 16:41:37,GP117A1,124.0mm,,124.0,1,,512
,2020-09-06 16:41:42,GP117A1,146.2mm,,146.2,2,,512
,2020-09-06 16:41:52,GP117A1,134.3mm,,134.3,1,,23
,2020-09-06 16:42:05,GP117A1,256.2mm,,256.2,1,,40
,2020-09-06 16:42:08,GP117A1,223.6mm,,223.6,2,,40
,2020-09-06 16:42:10,GP117A1,214.2mm,,214.2,3,,40
,2020-09-06 16:42:13,GP117A1,136.2mm,,136.2,4,,40
,2020-09-06 16:42:15,GP117A1,242.5mm,,242.5,5,,40
,2020-09-06 16:42:17,GP117A1,245.1mm,,245.1,6,,40
,2020-09-06 16:42:19,GP117A1,227.4mm,,227.4,7,,40
,2020-09-06 16:42:21,GP117A1,243.2mm,,243.2,8,,40
,2020-09-06 16:42:24,GP117A1,196.1mm,,196.1,9,,40
,2020-09-06 16:42:27,GP117A1,151.7mm,,151.7,10,,40
,2020-09-06 16:42:29,GP117A1,192.2mm,,192.2,11,,40
,2020-09-06 16:42:32,GP117A1,256.0mm,,256.0,12,,40
,2020-09-06 16:42:34,GP117A1,215.9mm,,215.9,13,,40
,2020-09-06 16:42:36,GP117A1,235.8mm,,235.8,14,,40
,2020-09-06 16:42:39,GP117A1,207.8mm,,207.8,15,,40
,2020-09-06 16:42:41,GP117A1,157.1mm,,157.1,16,,40
,2020-09-06 16:42:44,GP117A1,199.3mm,,199.3,17,,40
,2020-09-06 16:42:46,GP117A1,291.4mm,,291.4,18,,40
,2020-09-06 16:42:48,GP117A1,206.5mm,,206.5,19,,40
,2020-09-06 16:42:51,GP117A1,228.7mm,,228.7,20,,40
,2020-09-06 16:42:53,GP117A1,254.6mm,,254.6,21,,40
,2020-09-06 16:42:55,GP117A1,190.2mm,,190.2,22,,40
,2020-09-06 16:42:57,GP117A1,235.3mm,,235.3,23,,40
,2020-09-06 16:43:00,GP117A1,141.4mm,,141.4,24,,40
,2020-09-06 16:43:02,GP117A1,191.8mm,,191.8,25,,40
,2020-09-06 16:43:05,GP117A1,151.6mm,,151.6,26,,40
,2020-09-06 16:43:08,GP117A1,223.2mm,,223.2,27,,40
,2020-09-06 16:43:11,GP117A1,181.7mm,,181.7,28,,40
,2020-09-06 16:43:13,GP117A1,131.0mm,,131.0,29,,40
,2020-09-06 16:43:16,GP117A1,90.9mm,,90.9,30,,40
,2020-09-06 16:43:19,GP117A1,245.8mm,,245.8,31,,40
,2020-09-06 16:43:21,GP117A1,205.7mm,,205.7,32,,40
,2020-09-06 16:43:23,GP117A1,269.2mm,,269.2,33,,40
,2020-09-06 16:43:26,GP117A1,171.6mm,,171.6,34,,40
,2020-09-06 16:43:28,GP117A1,260.2mm,,260.2,35,,40
,2020-09-06 16:43:31,GP117A1,299.5mm,,299.5,36,,40
,2020-09-06 16:43:33,GP117A1,155.9mm,,155.9,37,,40
,2020-09-06 16:43:35,GP117A1,252.1mm,,252.1,38,,40
,2020-09-06 16:43:38,GP117A1,108.7mm,,108.7,39,,40
,2020-09-06 16:43:41,GP117A1,205.9mm,,205.9,40,,40
,2020-09-06 16:43:43,GP117A1,249.5mm,,249.5,41,,40
,2020-09-06 16:43:46,GP117A1,195.6mm,,195.6,42,,40
,2020-09-06 16:43:48,GP117A1,273.9mm,,273.9,43,,40
,2020-09-06 16:43:50,GP117A1,81.3mm,,81.3,44,,40
,2020-09-06 16:43:54,GP117A1,121.4mm,,121.4,45,,40
,2020-09-06 16:43:57,GP117A1,105.7mm,,105.7,46,,40
,2020-09-06 16:44:01,GP117A1,174.4mm,,174.4,47,,40
,2020-09-06 16:44:03,GP117A1,182.6mm,,182.6,48,,40
,2020-09-06 16:44:06,GP117A1,234.9mm,,234.9,49,,40
,2020-09-06 16:44:08,GP117A1,217.8mm,,217.8,50,,40
,2020-09-06 16:44:10,GP117A1,213.5mm,,213.5,51,,40
,2020-09-06 16:44:13,GP117A1,91.7mm,,91.7,52,,40
,2020-09-06 16:44:16,GP117A1,152.8mm,,152.8,53,,40
,2020-09-06 16:44:18,GP117A1,163.5mm,,163.5,54,,40
,2020-09-06 16:44:22,GP117A1,164.7mm,,164.7,55,,40
