Time,Hydrophone,Value,SignalPower(dBu)
24 Aug 2020 17:44:05,1,2.510204,102 
24 Aug 2020 17:44:05,0,2.346939,104 
24 Aug 2020 17:44:10,0,2.061224,100 
24 Aug 2020 17:44:11,1,2.510204,100 
24 Aug 2020 17:44:16,1,1.367347,105 
24 Aug 2020 17:44:16,0,2.122449,103 
24 Aug 2020 17:44:21,1,2.836735,99 
24 Aug 2020 17:44:21,0,2.346939,102 
24 Aug 2020 17:44:26,1,2.775510,98 
24 Aug 2020 17:44:26,0,1.938776,105 
24 Aug 2020 17:44:31,1,0.877551,100 
24 Aug 2020 17:44:31,0,2.306122,101 
24 Aug 2020 17:44:36,1,3.632653,97 
24 Aug 2020 17:44:36,0,1.714286,100 
24 Aug 2020 17:44:41,1,1.510204,102 
24 Aug 2020 17:44:41,0,2.489796,103 
24 Aug 2020 17:44:46,1,2.081633,101 
24 Aug 2020 17:44:46,0,1.387755,111 
24 Aug 2020 17:44:51,1,0.428571,101 
24 Aug 2020 17:44:51,0,1.795918,108 
24 Aug 2020 17:44:56,1,3.000000,99 
24 Aug 2020 17:44:56,0,2.244898,106 
24 Aug 2020 17:45:01,1,2.163265,103 
24 Aug 2020 17:45:01,0,2.265306,105 
24 Aug 2020 17:45:06,1,0.938776,104 
24 Aug 2020 17:45:06,0,1.775510,105 
24 Aug 2020 17:45:11,0,1.877551,107 
24 Aug 2020 17:45:11,1,2.387755,104 
24 Aug 2020 17:45:16,1,1.897959,100 
24 Aug 2020 17:45:16,0,1.918367,104 
24 Aug 2020 17:45:21,1,2.122449,101 
24 Aug 2020 17:45:21,0,2.000000,105 
24 Aug 2020 17:45:26,1,2.571429,100 
24 Aug 2020 17:45:26,0,2.183673,101 
24 Aug 2020 17:45:31,0,1.714286,102 
24 Aug 2020 17:45:31,1,0.938776,106 
24 Aug 2020 17:45:36,1,2.183673,102 
24 Aug 2020 17:45:36,0,2.428571,98 
24 Aug 2020 17:45:41,1,1.346939,96 
24 Aug 2020 17:45:41,0,1.265306,103 
24 Aug 2020 17:45:46,0,12.693878,106 
24 Aug 2020 17:45:46,1,12.632653,106 
24 Aug 2020 17:45:51,0,12.040816,104 
24 Aug 2020 17:45:51,1,11.959184,103 
24 Aug 2020 17:45:57,1,11.122449,95 
24 Aug 2020 17:45:57,0,11.020408,102 
24 Aug 2020 17:46:02,0,9.979592,101 
24 Aug 2020 17:46:02,1,10.122449,99 
24 Aug 2020 17:46:07,1,8.612245,95 
24 Aug 2020 17:46:07,0,8.387755,99 
24 Aug 2020 17:46:12,0,7.081633,104 
24 Aug 2020 17:46:12,1,6.693878,96 
24 Aug 2020 17:46:17,1,5.755102,93 
24 Aug 2020 17:46:17,0,5.693878,103 
24 Aug 2020 17:46:22,1,4.530612,98 
24 Aug 2020 17:46:22,0,4.551020,104 
24 Aug 2020 17:46:27,1,3.489796,103 
24 Aug 2020 17:46:27,0,3.489796,99 
24 Aug 2020 17:46:32,0,2.591837,102 
24 Aug 2020 17:46:32,1,2.530612,98 
24 Aug 2020 17:46:37,1,2.346939,99 
24 Aug 2020 17:46:37,0,2.265306,104 
24 Aug 2020 17:46:43,0,1.795918,98 
24 Aug 2020 17:46:43,1,1.714286,106 
24 Aug 2020 17:46:48,1,1.653061,105 
24 Aug 2020 17:46:48,0,1.551020,107 
24 Aug 2020 17:46:52,0,1.285714,107 
24 Aug 2020 17:46:52,1,1.204082,103 
24 Aug 2020 17:46:57,1,1.204082,107 
24 Aug 2020 17:46:57,0,1.224490,103 
24 Aug 2020 17:47:02,1,0.959184,106 
24 Aug 2020 17:47:02,0,0.938776,103 
24 Aug 2020 17:47:08,1,1.061224,103 
24 Aug 2020 17:47:08,0,1.040816,104 
24 Aug 2020 17:47:13,1,1.897959,101 
24 Aug 2020 17:47:13,0,1.122449,103 
24 Aug 2020 17:47:18,0,1.673469,100 
24 Aug 2020 17:47:18,1,0.673469,105 
24 Aug 2020 17:47:23,0,0.530612,104 
24 Aug 2020 17:47:23,1,0.857143,102 
24 Aug 2020 17:47:28,0,1.285714,103 
24 Aug 2020 17:47:28,1,1.346939,105 
24 Aug 2020 17:47:33,0,2.040816,103 
24 Aug 2020 17:47:33,1,2.673469,98 
24 Aug 2020 17:47:38,0,1.612245,92 
24 Aug 2020 17:47:38,1,0.755102,95 
24 Aug 2020 17:47:43,1,4.591837,86 
24 Aug 2020 17:47:43,0,4.571429,85 
24 Aug 2020 17:47:53,1,0.285714,98 
24 Aug 2020 17:47:53,0,1.061224,99 
24 Aug 2020 17:47:58,0,1.489796,104 
24 Aug 2020 17:47:58,1,1.489796,100 
24 Aug 2020 17:48:03,1,2.938776,100 
24 Aug 2020 17:48:03,0,2.326531,103 
24 Aug 2020 17:48:08,0,0.938776,106 
24 Aug 2020 17:48:08,1,0.285714,104 
24 Aug 2020 17:48:13,1,1.020408,105 
24 Aug 2020 17:48:13,0,1.000000,103 
24 Aug 2020 17:48:18,0,1.102041,107 
24 Aug 2020 17:48:18,1,1.734694,103 
24 Aug 2020 17:48:23,1,0.448980,101 
24 Aug 2020 17:48:23,0,1.061224,105 
24 Aug 2020 17:48:28,1,1.142857,102 
24 Aug 2020 17:48:28,0,1.142857,102 
24 Aug 2020 17:48:33,0,1.020408,104 
24 Aug 2020 17:48:33,1,0.877551,105 
24 Aug 2020 17:48:38,1,1.571429,106 
24 Aug 2020 17:48:38,0,1.224490,104 
24 Aug 2020 17:48:43,1,0.693878,102 
24 Aug 2020 17:48:43,0,0.938776,102 
24 Aug 2020 17:48:48,1,0.938776,104 
24 Aug 2020 17:48:48,0,0.897959,100 
24 Aug 2020 17:48:53,1,0.897959,103 
24 Aug 2020 17:48:53,0,0.938776,102 
24 Aug 2020 17:48:58,0,1.000000,102 
24 Aug 2020 17:48:58,1,0.959184,104 
24 Aug 2020 17:49:03,1,1.367347,102 
24 Aug 2020 17:49:03,0,1.040816,109 
24 Aug 2020 17:49:08,0,0.836735,107 
24 Aug 2020 17:49:08,1,0.673469,100 
24 Aug 2020 17:49:13,0,1.285714,96 
24 Aug 2020 17:49:13,1,0.918367,99 
24 Aug 2020 17:49:28,1,0.816327,89 
24 Aug 2020 17:49:28,0,0.918367,92 
24 Aug 2020 17:49:33,1,1.040816,96 
24 Aug 2020 17:49:33,0,0.938776,97 
24 Aug 2020 17:49:38,1,1.061224,95 
24 Aug 2020 17:49:38,0,1.000000,106 
24 Aug 2020 17:49:43,1,0.877551,93 
24 Aug 2020 17:49:43,0,1.020408,104 
24 Aug 2020 17:49:48,0,0.877551,107 
24 Aug 2020 17:49:48,1,0.979592,98 
24 Aug 2020 17:49:54,0,52.469388,106 
24 Aug 2020 17:49:59,0,6.755102,100 
24 Aug 2020 17:50:05,1,37.408163,102 
24 Aug 2020 17:50:05,0,37.469388,105 
24 Aug 2020 17:50:10,1,0.979592,104 
24 Aug 2020 17:50:10,0,1.081633,101 
24 Aug 2020 17:50:15,1,0.979592,103 
24 Aug 2020 17:50:15,0,0.877551,102 
24 Aug 2020 17:50:20,1,0.857143,103 
24 Aug 2020 17:50:20,0,0.673469,99 
24 Aug 2020 17:50:25,0,44.734694,103 
24 Aug 2020 17:50:31,0,1.102041,106 
24 Aug 2020 17:50:36,0,1.591837,98 
24 Aug 2020 17:50:36,1,1.530612,95 
24 Aug 2020 17:50:41,1,12.857143,101 
24 Aug 2020 17:50:41,0,12.530612,103 
24 Aug 2020 17:50:46,1,0.918367,98 
24 Aug 2020 17:50:46,0,1.163265,106 
24 Aug 2020 17:50:52,1,55.122449,105 
24 Aug 2020 17:50:52,0,54.959184,107 
24 Aug 2020 17:50:57,0,22.061224,100 
24 Aug 2020 17:50:57,1,21.836735,106 
24 Aug 2020 17:51:03,1,31.775510,106 
24 Aug 2020 17:51:03,0,31.775510,104 
24 Aug 2020 17:51:08,1,52.326531,103 
24 Aug 2020 17:51:08,0,51.224490,106 
24 Aug 2020 17:51:14,1,26.877551,109 
24 Aug 2020 17:51:14,0,27.897959,104 
24 Aug 2020 17:51:19,1,1.224490,106 
24 Aug 2020 17:51:19,0,1.183673,102 
24 Aug 2020 17:51:24,0,1.836735,103 
24 Aug 2020 17:51:24,1,1.816327,107 
24 Aug 2020 17:51:29,1,10.489796,100 
24 Aug 2020 17:51:29,0,10.551020,103 
24 Aug 2020 17:51:34,0,10.081633,100 
24 Aug 2020 17:51:34,1,10.224490,101 
24 Aug 2020 17:51:39,1,0.897959,99 
24 Aug 2020 17:51:39,0,0.979592,108 
24 Aug 2020 17:51:44,1,1.469388,92 
24 Aug 2020 17:51:44,0,0.734694,86 
24 Aug 2020 17:51:49,0,10.040816,86 
24 Aug 2020 17:51:59,1,0.448980,85 
24 Aug 2020 17:51:59,0,0.408163,92 
24 Aug 2020 17:52:04,1,2.183673,86 
24 Aug 2020 17:52:04,0,2.734694,89 
24 Aug 2020 17:52:14,1,1.734694,92 
24 Aug 2020 17:52:14,0,1.530612,97 
24 Aug 2020 17:52:20,1,13.571429,102 
24 Aug 2020 17:52:20,0,13.918367,96 
24 Aug 2020 17:52:25,1,0.755102,99 
24 Aug 2020 17:52:25,0,0.673469,96 
24 Aug 2020 17:52:30,1,0.734694,100 
24 Aug 2020 17:52:30,0,0.510204,95 
24 Aug 2020 17:52:35,1,0.673469,92 
24 Aug 2020 17:52:35,0,0.734694,94 
24 Aug 2020 17:52:40,0,2.000000,104 
24 Aug 2020 17:52:40,1,1.244898,102 
24 Aug 2020 17:52:45,1,0.632653,96 
24 Aug 2020 17:52:50,0,0.816327,95 
24 Aug 2020 17:52:50,1,0.489796,98 
24 Aug 2020 17:52:55,1,1.081633,96 
24 Aug 2020 17:52:55,0,1.224490,90 
24 Aug 2020 17:53:00,1,1.714286,93 
24 Aug 2020 17:53:00,0,1.081633,91 
24 Aug 2020 17:53:05,1,0.591837,90 
24 Aug 2020 17:53:05,0,1.040816,92 
24 Aug 2020 17:53:10,1,1.795918,95 
24 Aug 2020 17:53:10,0,1.510204,101 
24 Aug 2020 17:53:15,0,1.897959,102 
24 Aug 2020 17:53:15,1,1.734694,100 
24 Aug 2020 17:53:20,0,0.816327,103 
24 Aug 2020 17:53:20,1,0.673469,98 
24 Aug 2020 17:53:25,0,2.102041,107 
24 Aug 2020 17:53:25,1,2.408163,101 
24 Aug 2020 17:53:30,1,0.979592,105 
24 Aug 2020 17:53:30,0,1.285714,99 
24 Aug 2020 17:53:35,1,1.877551,104 
24 Aug 2020 17:53:35,0,1.877551,102 
24 Aug 2020 17:53:40,0,2.000000,106 
24 Aug 2020 17:53:40,1,2.040816,104 
24 Aug 2020 17:53:45,1,3.081633,106 
24 Aug 2020 17:53:45,0,3.183673,104 
24 Aug 2020 17:53:50,1,3.244898,91 
24 Aug 2020 17:53:50,0,3.000000,99 
24 Aug 2020 17:53:55,1,3.897959,100 
24 Aug 2020 17:53:55,0,4.040816,104 
24 Aug 2020 17:54:00,1,4.224490,103 
24 Aug 2020 17:54:00,0,4.244898,111 
24 Aug 2020 17:54:05,0,4.510204,105 
24 Aug 2020 17:54:05,1,4.448980,98 
24 Aug 2020 17:54:10,1,3.224490,107 
24 Aug 2020 17:54:10,0,3.204082,109 
24 Aug 2020 17:54:15,1,4.428571,100 
24 Aug 2020 17:54:16,0,4.551020,108 
24 Aug 2020 17:54:20,0,4.632653,104 
24 Aug 2020 17:54:20,1,4.836735,108 
24 Aug 2020 17:54:25,0,3.551020,102 
24 Aug 2020 17:54:25,1,3.673469,101 
24 Aug 2020 17:54:30,0,3.795918,101 
24 Aug 2020 17:54:30,1,3.693878,102 
24 Aug 2020 17:54:35,1,2.244898,104 
24 Aug 2020 17:54:36,0,2.714286,95 
24 Aug 2020 17:54:41,0,0.551020,103 
24 Aug 2020 17:54:46,0,1.163265,102 
24 Aug 2020 17:54:51,0,0.897959,104 
24 Aug 2020 17:54:56,0,1.346939,94 
24 Aug 2020 17:55:01,0,1.306122,95 
24 Aug 2020 17:55:06,0,2.612245,94 
24 Aug 2020 17:55:11,0,1.000000,104 
24 Aug 2020 17:55:16,1,0.979592,101 
24 Aug 2020 17:55:16,0,0.510204,102 
24 Aug 2020 17:55:21,1,3.551020,89 
24 Aug 2020 17:55:21,0,1.877551,97 
24 Aug 2020 17:55:26,0,3.306122,92 
24 Aug 2020 17:55:26,1,0.020408,94 
24 Aug 2020 17:55:31,1,1.571429,82 
