Time,Hydrophone,Value,SignalPower(dBu)
24 Aug 2020 17:47:59,0,55.092593,105 
24 Aug 2020 17:48:06,1,55.185185,103 
24 Aug 2020 17:48:06,0,55.000000,104 
24 Aug 2020 17:48:13,0,54.907407,103 
24 Aug 2020 17:48:13,1,54.537037,108 
24 Aug 2020 17:48:20,0,55.555556,107 
24 Aug 2020 17:48:20,1,56.759259,106 
24 Aug 2020 17:48:27,1,53.888889,107 
24 Aug 2020 17:48:28,0,55.092593,105 
24 Aug 2020 17:48:35,1,54.907407,105 
24 Aug 2020 17:48:35,0,54.722222,109 
24 Aug 2020 17:48:42,1,54.814815,106 
24 Aug 2020 17:48:42,0,54.907407,105 
24 Aug 2020 17:48:49,0,55.370370,102 
24 Aug 2020 17:48:49,1,55.648148,106 
24 Aug 2020 17:48:56,0,55.370370,110 
24 Aug 2020 17:48:56,1,54.907407,102 
24 Aug 2020 17:49:03,1,55.555556,100 
24 Aug 2020 17:49:04,0,55.462963,109 
24 Aug 2020 17:49:11,0,55.925926,103 
24 Aug 2020 17:49:11,1,55.740741,107 
24 Aug 2020 17:49:32,1,52.685185,98 
24 Aug 2020 17:49:32,0,54.722222,98 
24 Aug 2020 17:49:40,1,54.907407,98 
24 Aug 2020 17:49:40,0,55.092593,101 
24 Aug 2020 17:49:47,1,55.833333,94 
24 Aug 2020 17:49:47,0,55.925926,104 
24 Aug 2020 17:49:54,0,58.796296,106 
24 Aug 2020 17:50:01,0,53.611111,106 
24 Aug 2020 17:50:08,1,54.444444,108 
24 Aug 2020 17:50:08,0,54.629630,103 
24 Aug 2020 17:50:16,1,55.092593,104 
24 Aug 2020 17:50:16,0,55.185185,101 
24 Aug 2020 17:50:23,0,57.592593,99 
24 Aug 2020 17:50:23,1,58.611111,107 
24 Aug 2020 17:50:30,0,54.814815,104 
24 Aug 2020 17:50:30,1,53.796296,105 
24 Aug 2020 17:50:37,0,56.574074,101 
24 Aug 2020 17:50:45,0,55.648148,103 
24 Aug 2020 17:50:52,1,57.777778,105 
24 Aug 2020 17:50:52,0,55.740741,107 
24 Aug 2020 17:50:59,1,55.370370,102 
24 Aug 2020 17:50:59,0,56.574074,109 
24 Aug 2020 17:51:06,1,59.259259,104 
24 Aug 2020 17:51:06,0,55.833333,107 
24 Aug 2020 17:51:13,1,50.925926,109 
24 Aug 2020 17:51:13,0,55.648148,107 
24 Aug 2020 17:51:20,0,55.092593,107 
24 Aug 2020 17:51:20,1,55.277778,104 
24 Aug 2020 17:51:28,0,59.166667,104 
24 Aug 2020 17:51:35,0,54.166667,99 
24 Aug 2020 17:51:42,1,52.592593,92 
24 Aug 2020 17:51:42,0,53.240741,100 
24 Aug 2020 17:51:49,1,61.018519,86 
24 Aug 2020 17:51:56,1,50.185185,87 
24 Aug 2020 17:52:04,0,52.222222,87 
24 Aug 2020 17:52:04,1,49.351852,89 
24 Aug 2020 17:52:11,1,53.333333,99 
24 Aug 2020 17:52:11,0,53.611111,90 
24 Aug 2020 17:52:18,1,53.981481,98 
24 Aug 2020 17:52:18,0,54.259259,89 
24 Aug 2020 17:52:25,1,54.444444,97 
24 Aug 2020 17:52:25,0,54.259259,89 
24 Aug 2020 17:52:33,1,54.814815,97 
24 Aug 2020 17:52:33,0,54.722222,97 
24 Aug 2020 17:52:40,0,60.462963,103 
24 Aug 2020 17:52:40,1,65.462963,91 
24 Aug 2020 17:52:47,1,41.666667,96 
24 Aug 2020 17:52:47,0,46.759259,94 
24 Aug 2020 17:52:54,1,53.425926,89 
24 Aug 2020 17:52:54,0,53.425926,88 
24 Aug 2020 17:53:01,1,53.796296,84 
24 Aug 2020 17:53:01,0,52.685185,89 
24 Aug 2020 17:53:08,0,54.166667,92 
24 Aug 2020 17:53:09,1,53.055556,95 
24 Aug 2020 17:53:16,0,56.111111,101 
24 Aug 2020 17:53:16,1,57.592593,96 
24 Aug 2020 17:53:23,0,48.055556,109 
24 Aug 2020 17:53:23,1,46.481481,110 
24 Aug 2020 17:53:30,1,53.703704,95 
24 Aug 2020 17:53:30,0,53.703704,98 
24 Aug 2020 17:53:37,1,54.814815,91 
24 Aug 2020 17:53:37,0,55.092593,93 
24 Aug 2020 17:53:44,1,50.277778,92 
24 Aug 2020 17:53:44,0,51.203704,96 
24 Aug 2020 17:53:52,1,48.333333,91 
24 Aug 2020 17:53:52,0,46.759259,98 
24 Aug 2020 17:53:59,1,48.148148,97 
24 Aug 2020 17:53:59,0,48.703704,103 
24 Aug 2020 17:54:06,1,48.055556,109 
24 Aug 2020 17:54:06,0,48.240741,109 
24 Aug 2020 17:54:13,1,47.222222,117 
24 Aug 2020 17:54:13,0,46.944444,115 
24 Aug 2020 17:54:20,1,49.074074,116 
24 Aug 2020 17:54:20,0,49.259259,115 
24 Aug 2020 17:54:27,1,50.370370,119 
24 Aug 2020 17:54:27,0,49.074074,116 
24 Aug 2020 17:54:35,0,48.518519,108 
24 Aug 2020 17:54:35,1,47.500000,117 
24 Aug 2020 17:54:42,1,45.462963,108 
24 Aug 2020 17:54:42,0,45.370370,107 
24 Aug 2020 17:54:49,1,40.000000,107 
24 Aug 2020 17:54:49,0,39.722222,105 
24 Aug 2020 17:54:56,0,31.203704,101 
24 Aug 2020 17:54:56,1,51.851852,95 
24 Aug 2020 17:55:03,1,6.018519,100 
24 Aug 2020 17:55:03,0,27.037037,97 
24 Aug 2020 17:55:10,0,13.148148,119 
24 Aug 2020 17:55:10,1,13.240741,119 
24 Aug 2020 17:55:17,1,12.129630,113 
24 Aug 2020 17:55:17,0,11.851852,116 
24 Aug 2020 17:55:24,1,6.944444,112 
24 Aug 2020 17:55:24,0,8.148148,102 
24 Aug 2020 17:55:31,1,17.500000,92 
24 Aug 2020 17:55:31,0,11.574074,85 
