year,tow.id,touchdown,liftoff
2019,GP087F,-0.126388514,6.303646817
2019,GP100F,-0.200536232,6.452690408
2019,GP118F,-0.429134681,6.359407629
2019,GP143F,-0.566868033,5.871630051
2019,GP157F,-0.294646103,5.478586767
2019,GP172F,-0.356612628,5.449653704
2019,GP183F,-0.208323464,6.498353308
2019,GP201A2,-0.285233175,7.119455026
2019,GP200F,-0.337262825,6.574663335
2019,GP217F,-0.400902351,6.952987234
2019,GP218F,-0.634829154,6.958580656
2019,GP236F,-0.386931339,5.809660157
2019,GP209F,-0.287351215,6.518978344
2019,GP204F,-0.611868293,5.951516167
2019,GP193F,-0.462259713,6.521213171
2019,GP178F,-0.511022299,6.501705637
2019,GP168F,-0.395580366,6.843056683
2019,GP175F,-0.318749579,6.725001088
2019,GP171F,-0.437483826,5.362706117
2019,GP173F,-0.418055113,6.675809195
2019,GP155F,-0.881861908,6.298751145
2019,GP145A2,-0.390589855,6.162674654
2019,GP137F,-0.349065243,5.764710589
2019,GP131F,-0.194084214,7.222469519
2019,GP135F,-0.267367013,6.754177213
2019,GP136F,-0.710997071,6.432892495
2019,GP144F,-0.329103112,6.658523812
2019,GP129F,-0.313408703,5.817822938
2019,GP111F,-0.310668797,6.548094479
2019,GP110F,-0.751552616,6.441610944
2019,GP095F,-0.440277331,6.260941738
2019,GP063F,-0.697019789,7.010405183
2019,GP070A1,-0.458623253,7.153656509
2019,GP093A2,-0.26095281,5.838416454
2019,GP091A1,-0.229276681,6.332318006
2019,GP102F,-0.386691469,6.145316726
2019,GP119F,-0.192026062,6.433912066
2019,GP167F,-0.354983815,5.197687166
2019,GP148F,-0.303080372,5.774723234
2019,GP132F,-0.217660587,6.196355172
2019,GP108F,-0.160615057,5.899887411
2019,GP104F,-0.272891036,5.746137312
2019,GP117A1,-0.306767258,5.98868157
2019,GP140F,-0.402584814,7.121554156
2019,GP116F,-0.37442198,6.192321066
2019,GP146F,-0.419721832,6.43780407
2019,GP160F,-0.288796965,5.419385394
2019,GP161F,-0.253910508,6.66108699
2019,GP188F,-0.246060163,6.420910165
2019,GP190F,-0.18207028,6.002589396
2019,GP310F,-0.351439043,5.476856963
2019,GP308F,-0.297726716,6.268154588
2019,GP314F,-0.434058998,5.7636152
2019,GP321F,-0.3850249,6.029057146
2019,GP328F,-0.259166345,6.040105085
2019,GP338F,-0.461666312,6.68787982
2019,GP337F,-0.439191573,5.942122162
2019,GP345F,-0.530207981,6.857179082
2019,GP347F,-0.462689078,5.597084224
2019,GP355F,-0.37545417,6.578233357
2019,GP349F,-0.417221854,7.271819279
2019,GP348F,-0.313089915,6.787049646
2019,GP343F,-0.311300134,5.834139211
2019,GP333F,-0.478383464,7.526143809
2019,GP271F,-0.481388484,5.732349478
2019,GP270F,-0.66632541,7.026781379
2019,GP264F,-0.291262284,6.521209952
2019,GP262F,-0.4049965,5.84579639
2019,GP238F,-0.690037324,6.626554278
2019,GP231F,-0.711868094,5.313612275
2019,GP241F,-0.551783108,5.386506596
2019,GP265A1,-0.472821629,6.637879802
2019,GP268F,0.05261081,6.426920125
2019,GP259F,-0.860731983,6.413700524
2019,GP248F,-0.35763846,5.578662607
2019,GP245F,-0.287436561,5.742440904
2019,GP232F,-0.338635867,5.732671526
2019,GP215A2,-0.296761026,5.437627143
2019,GP210F,-0.324305116,6.006187908
2019,GP229F,-0.384043254,6.130133499
2019,GP246F,-0.342774294,6.199641099
2019,GP244F,-0.324033735,5.447122115
2019,GP255F,-0.289156819,5.488826683
2019,GP252F,-0.238749625,6.64458436
2019,GP263F,-0.207954226,5.434470551
2019,GP275F,-0.211079174,6.002526212
2019,GP279F,-0.222329151,5.374754712
2019,GP285F,-0.268393006,5.749729407
2019,GP330F,-0.060596253,6.451326712
2019,GP336A1,-0.2164769,5.398769844
2019,GP327F,-0.13530271,6.606970655
2019,GP332F,-0.271653749,5.697481918
2019,GP322F,0.261932118,5.414710383
2019,GP319F,0.154015527,5.241168786
2019,GP304F,-0.150510984,6.361632941
2019,GP318F,-0.28866756,5.437302048
2019,GP309F,-0.056230679,6.598675254
2019,GP302F,-0.351220854,5.611374408
2019,GP288F,-0.313023603,6.253365908
2019,GP291F,-0.366843054,5.323839303
2019,GP296F,-0.127354398,6.032027498
2019,GP297F,-0.171931444,5.558965564
2019,GP307F,-0.17145794,6.114423337
2019,GP305F,0.495574854,5.695638478
2019,GP306F,0.277538306,6.567330569
2019,GP299F,-0.052307057,6.382876633
2019,GP283F,-0.269538744,6.272191674
2019,GP274F,-0.275015348,6.251579336
2019,GP286F,-0.241009687,5.663031276
2019,GP292F,-0.119598771,5.784486384
2019,GP298F,-0.385302629,6.562021262
2019,GP289F,-0.227707921,6.206945467
2019,GP280F,0.111439812,5.688769886
2019,GP272F,-0.510605675,6.164142432
2019,GP267F,0.470966368,5.427841838
2019,GP256F,-0.542272287,5.363182817
2019,GP254F,-0.077004051,5.233649861
2019,GP276F,0.710252871,5.299142194
2019,GP266F,-0.16451043,5.257639704
2019,GP277F,-0.426540053,5.445726917
2019,GP284F,-0.369680859,4.347033603
2019,GP294F,-0.234930236,5.561945313
2019,GP301F,0.162626636,5.259192775
2019,GP340F,-0.744838465,6.20765588
2019,GP317F,-0.252524853,6.323233345
2019,GP311F,-0.250245782,5.87753889
2019,GP339F,-0.516741926,6.799186797
2019,GP329F,0.870767436,6.536923276
2019,GC330F,0.089583716,7.614584428
2019,GC336A1,-0.335643618,6.21253882
2019,GC327F,-0.421312812,6.295859541
2019,GC332F,-0.074999685,5.995644829
2019,GC322F,-0.679166334,5.397709242
2019,GC319F,-0.199475628,6.263261726
2019,GC304F,-0.082493318,5.512314662
2019,GC318F,-0.356489556,6.653763633
2019,GC309F,0.539381667,5.579735679
2019,GC302F,0.029788876,5.599451651
2019,GC288F,-0.167322931,5.478349952
2019,GC291F,3.015429688,8.697185277
2019,GC296F,-0.269481931,5.312355719
2019,GC297F,-0.318957962,5.389224397
2019,GC307F,-0.306041312,5.573959244
2019,GC305F,-0.013320392,5.147147268
2019,GC306F,-0.432638574,6.341806512
2019,GC299F,-1.824128357,7.870010818
2019,GC283F,0.087134219,6.092816606
2019,GC274F,-0.076401155,6.116124684
2019,GC286F,-0.266817821,5.635853192
2019,GC292F,-0.344444078,5.56684436
2019,GC298F,-0.323913804,5.487058968
2019,GC289F,-0.305416347,5.759394833
2019,GC280F,-0.204033772,6.009129695
2019,GC272F,-1.27893891,6.581743653
2019,GC267F,-0.651268583,5.821743394
2019,GC256F,-0.386742092,5.725000911
2019,GC254F,-0.257139777,6.390341913
2019,GC276F,-0.282259773,5.349558943
2019,GC266F,-0.423011026,6.629688505
2019,GC277F,-0.442935257,5.854678976
2019,GC284F,-0.350400608,5.722895422
2019,GC294F,-0.410353158,5.19671808
2019,GC301F,-0.263307745,5.542185229
2019,GC340F,-0.325302721,5.690101889
2019,GC317F,0.196357591,5.320035475
2019,GC311F,0.14806855,5.203050089
2019,GC339F,0.287879099,6.558713026
2019,GC329F,0.513923887,5.276708429
